9412	4.6596134755518
9413	3.7101261858831847
9414	4.2131036296778825
9415	4.232138922591786
9416	3.5148077530719863
9417	4.248782313272315
9418	4.191293511310056
9419	3.6630022087904037
9420	4.029254509703343
9421	4.132525478026683
9422	3.630449725740698
9423	4.241883369351951
9424	4.1651855656483
9425	3.4661477833980197
9426	4.208845182583367
9427	4.460075218166178
9428	3.6244842613544748
9429	4.304936937425478
9430	4.112987587971378
9431	3.6876806505078257
9432	3.955043123620033
9433	3.964515426947185
9434	4.046928852036728
9435	4.0282691209751205
9436	4.0909989935861315
9437	4.504260112518639
9438	3.0925488209183722
9439	4.315800152480264
9440	3.802052492345393
9441	3.641988980760804
9442	4.455076258517976
9443	3.6929337568475806
9444	3.9155033265590817
9445	4.02823987785441
9446	3.9599144117579583
9447	4.117364685151938
9448	3.970027290591343
9449	4.400746060243367
9450	4.112908484145842
9451	4.13249043137886
9452	3.620922907284328
9453	3.7339663541458874
9454	4.064181065737021
9455	3.7621016194287233
9456	4.7950598121273025
9457	3.4996523810759066
9458	4.296401580634294
9459	3.459197534535223
9460	4.412737193922504
9461	3.7904685702047503
9462	4.198392594494513
9463	4.225666874048267
9464	3.9537277199109377
9465	3.3264443135382944
9466	4.390932489486175
9467	3.765344222668122
9468	3.5687113173522915
9469	3.770690243382967
9470	4.5621769364564395
9471	3.9496539983289556
9472	4.326733512866547
9473	4.057955600321474
9474	3.7679884250716804
9475	4.111830504325499
9476	3.7181728900059423
9477	4.423626888979467
9478	4.23728394436249
9479	3.5045941352483534
9480	3.5401685115103603
9481	4.36969820457925
9482	3.957822830143832
9483	4.25202974883105
9484	4.048879179194337
9485	3.566807336858128
9486	4.1687565809319205
9487	4.155139649037583
9488	3.7815251031112074
9489	3.8188292258310215
9490	4.326048193761015
9491	3.6252655139304
9492	4.444145922770422
9493	4.1193969484437964
9494	3.6006051663084873
9495	4.297040715109369
9496	3.870850934848475
9497	4.057670275501377
9498	3.9617254702492883
9499	4.521394674617886
9500	3.614512383632671
9501	4.33154387991339
9502	3.615367012979368
9503	4.113893867129757
9504	3.505857507323066
9505	4.30823555710074
9506	4.304327871912326
9507	3.6491678888669585
9508	4.182579577989315
